Number,Name,Deployment State,Incident State,Type,Phone1,Phone2,Fax,E-Mail,Address,Note,Project
1024000423,Sava Coop Cardak 2,Functional,Operational,Shop,,,,cardak2@gmail.com,Cara Lazara 3,,127
1024000424,Sava Coop Cardak 3,Functional,Operational,Shop,,,,cardak3@gmail.com,Danila Bojovica 61,,127
1024000425,Sava Coop Cardak 5,Functional,Operational,Shop,021/851-119,,,cardak5@gmail.com,Novosadska 323,,127
1024000426,Sava Coop Cardak 6,Functional,Operational,Shop,021/836-167,,,cardak6@gmail.com,Branka Radicevica 41,,127
1024000427,C&A Moda Beograd,Functional,Operational,Shop,,,,camodabeograd@gmail.com,"Mihajla Pupina 6 / 13 sprat, Poslovni centar Usce",,110
1024000428,ZORKA-KERAMIKA D.O.O.,Functional,Operational,Shop,,,,zorkakeramika@gmail.com,Hajduk Veljkova 1,,126
1024000429,Hipermarket Beograd,Functional,Operational,Shop,,,,hipermarketbeograd@gmail.com,Bulevar Umetnosti 4,,112
1024000430,Idea 335 Online Shop Nis,Functional,Operational,Shop,,,,idea335onlinenis@gmail.com,Vizantijski bulevar 1,,112
1024000431,Gavrilovic HQ,Functional,Operational,Shop,,,,gavrilovic@diona.hr,Trg Gavrilovica 1,,103
1024000432,Area Office Beograd,Functional,Operational,Shop,+381 11 655 70 61,,+381 11 2693 999,areaofficebeograd@gmail.com,Milutina Milankovica 136 A,,109
1024000433,TIMI HOLDINGS LIMITED Beograd,Functional,Operational,Shop,,,,timiholdings@gmail.com,Balkanska 2,,128
1024000434,Idea Super 263 Novi Sad,Functional,Operational,Shop,,,,roda263mmns@gmail.com,Bulevar Vojvode Stepe 32,,112
1024000435,0002 Deichmann Murska Sobota,Functional,Operational,Shop,,,,0002deichmannmurskasobota@gmail.com,Obrtna ulica 26a,,108
1024000436,0004 Deichmann Maribor,Functional,Operational,Shop,,,,0004deichmannmaribor@gmail.com,"Cesta Proletarskih brigada 100, Interspar II",,108
1024000437,0006 Deichmann Domzale,Retired,Incident,Shop,,,,0006deichmanndomzale@gmail.com,Ljubljanska cesta 151,,108
1024000438,0007 Deichmann Slovenj Gradec,Functional,Operational,Shop,,,,0007deichmannslovenjgradec@gmail.com,Francetova cesta 16,,108
1024000439,0008 Deichmann Kranj,Functional,Operational,Shop,,,,0008deichmannkranj@gmail.com,Cesta 1. Maja 77,,108
1024000440,0010 Deichmann Ljubljana,Functional,Operational,Shop,,,,0010deichmannljubljana@gmail.com,"Bratislava ulica 9, tus Center",,108
1024000441,0011 Deichmann Celje,Retired,Incident,Shop,,,,0011deichmanncelje@gmail.com,Mariborska cesta 88,,108
1024000442,0014 Deichmann Krsko,Functional,Operational,Shop,,,,0014deichmannkrsko@gmail.com,Ulica 11. novembra 53,,108
1024000443,0015 Deichmann Nova Gorica,Functional,Operational,Shop,,,,0015deichmannnovagorica@gmail.com,Cesta 25. junija 1A,,108
1024000444,0016 Deichmann Ptuj,Functional,Operational,Shop,,,,0016deichmannptuj@gmail.com,Ormoska cesta 24,,108
1024000445,0017 Deichmann Ljubljana,Functional,Operational,Shop,,,,0017deichmannljubljana@gmail.com,"Jamova cesta 105, Vic Interspar",,108
1024000446,0018 Deichmann Maribor,Functional,Operational,Shop,,,,0018deichmannmaribor@gmail.com,Trzaska cesta 4,,108
1024000447,0019 Deichmann Jesenice,Functional,Operational,Shop,,,,0019deichmannjesenice@gmail.com,Fuzinska cesta 8,,108
1024000448,0020 Deichmann Novo Mesto,Functional,Operational,Shop,,,,0020deichmannnovomesto@gmail.com,Otoska cesta 5,,108
1024000449,0021 Deichmann Kamnik,Functional,Operational,Shop,,,,0021deichmannkamnik@gmail.com,Domzalska cesta 3,,108
1024000450,0022 Deichmann Slovenska Bistrica,Functional,Operational,Shop,,,,0022deichmannslovenskabistrica@gmail.com,Zolgarjeva ulica 14,,108
1024000451,0023 Deichmann Koper,Functional,Operational,Shop,,,,0023deichmannkoper@gmail.com,Ankaranska cesta 2,,108
1024000452,0026 Deichmann Prevalje,Functional,Operational,Shop,,,,0026deichmannprevalje@gmail.com,Polje 10,,108
1024000453,0027 Deichmann Sibenik Supernova,Functional,Operational,Shop,,,,0027deichmannsibeniksupernova@gmail.com,Ul. Velimira Škorpika 23,,108
1024000454,V601 Jysk Zadar,Functional,Operational,Shop,,,,V601jyskzadar@gmail.com,159. Brigade 10,,106
1024000455,V602 Jysk Slavonski Brod,Functional,Operational,Shop,,,,V602jyskslavonskibrod@gmail.com,Osjecka ulica 284,,106
1024000456,V603 Jysk Varazdin,Functional,Operational,Shop,,,,V603jyskvarazdin@gmail.com,Optujska ulica bb,,106
1024000457,V604 Jysk Virovitica,Functional,Operational,Shop,,,,V604jyskvirovitica@gmail.com,Pejaceviceva bb,,106
1024000458,V605 Jysk Jug Osijek,Functional,Operational,Shop,,,,V605jyskjugosijek@gmail.com,Josipa Reihl-Kira bb,,106
1024000459,V606 Jysk Koprivnica,Functional,Operational,Shop,,,,V606jyskkoprivnica@gmail.com,Radnicka cesta bb,,106
1024000460,V607 Jysk Valpovo,Functional,Operational,Shop,,,,V607jyskvalpovo@gmail.com,Bana Josipa Jelacica bb,,106
1024000461,V608 Jysk Cakovec,Functional,Operational,Shop,,,,V608jyskcakovec@gmail.com,Zagrebacka 87,,106
1024000462,V609 Jysk Imotski,Functional,Operational,Shop,,,,V609jyskimotski@gmail.com,Glavina Donja 336,,106
1024000463,V610 Jysk Sisak,Functional,Operational,Shop,,,,V610jysksisak@gmail.com,Zagrebacka 49/J,,106
1024000464,V611 Jysk Karlovac,Functional,Operational,Shop,,,,V611jyskkarlovac@gmail.com,Prilaz Veceslava Holjevca 12,,106
1024000465,V612 Jysk Sibenik,Functional,Operational,Shop,,,,V612jysksibenik@gmail.com,Velimira Skorpika 23,,106
1024000466,V613 Jysk Zagreb Dubrava,Functional,Operational,Shop,,,,V613jyskzagrebdubrava@gmail.com,Ulica kneza Branimira 183,,106
1024000467,V614 Jysk Zagreb Rotor,Functional,Operational,Shop,,,,V614jyskzagrebrotor@gmail.com,Jadranska avenija 2b,,106
1024000468,V615 Jysk  Zagreb King Cross,Functional,Operational,Shop,,,,V615jyskzagrebkingcross@gmail.com,Velimira Skorpika 34,,106
1024000469,V616 Jysk Gospic,Functional,Operational,Shop,,,,V616jyskgospic@gmail.com,Trg Stjepana Radica bb,,106
1024000470,V617 Jysk Rijeka,Functional,Operational,Shop,,,,V617jyskrijeka@gmail.com,"Osjecka 71, Skurinje",,106
1024000471,V618 Jysk Vinkovci,Functional,Operational,Shop,,,,V618jyskvinkovci@gmail.com,Duga ulica 26,,106
1024000472,V619 Jysk Djakovo,Functional,Operational,Shop,,,,V619jyskdjakovo@gmail.com,Petra Preradovica 209b,,106
1024000473,V620 Jysk Avenue Mall Osijek,Functional,Operational,Shop,,,,V620jyskavenuemallosijek@gmail.com,Sv. Leopolda Bogdana Mandica 50a,,106
1024000474,V621 Jysk Rovinj,Functional,Operational,Shop,,,,V621jyskrovinj@gmail.com,Brace Bozic 4c,,106
1024000475,V622 Jysk Split,Functional,Operational,Shop,,,,V622jysksplit@gmail.com,Cesta dr. Franje Tudmana 7,,106
1024000476,V623 Jysk Samobor,Functional,Operational,Shop,,,,V623jysksamobor@gmail.com,Bleiburskih zrtava 1945/1 (Mercator),,106
1024000477,V624 Jysk Pula,Functional,Operational,Shop,,,,V624jyskpula@gmail.com,Industrijska cesta bb (GETRO),,106
1024000478,V625 Jysk Bjelovar,Functional,Operational,Shop,,,,V625jyskbjelovar@gmail.com,Pakracka ulica 2 (GETRO),,106
1024000479,V626 Jysk Dubrovnik,Functional,Operational,Shop,,,,V626jyskdubrovnik@gmail.com,Gornja Cibaca bb (GETRO),,106
1024000480,V627 Jysk Sinj,Functional,Operational,Shop,,,,V627jysksinj@gmail.com,M. Buljana bb (GETRO),,106
1024000481,V628 Jysk Split Sirobuja (Split 2),Functional,Operational,Shop,,,,V628jysksplitsirobuja@gmail.com,Kralja Drzislava 22 (Sirobuja),,106
1024000482,V629 Jysk Velika Gorica,Functional,Operational,Shop,,,,V629jyskvelikagorica@gmail.com,Sajmisna ulica bb,,106
1024000483,V630 Jysk Pozega,Functional,Operational,Shop,,,,V630jyskpozega@gmail.com,Osjecka 19,,106
1024000484,V631 Jysk Sesvete,Functional,Operational,Shop,,,,V631jysksesvete@gmail.com,Ljudevita Posavskog 5 (GETRO),,106
1024000485,V632 Jysk Novi Zagreb (Zaprude),Functional,Operational,Shop,,,,V632jysknovizagreb@gmail.com,Sajmisna cesta 4 (GETRO),,106
1024000486,V633 Jysk Makarska,Functional,Operational,Shop,,,,V633jyskmakarska@gmail.com,Vrgoracki put 1,,106
1024000487,V634 Jysk Vukovar,Functional,Operational,Shop,,,,V634jyskvukovar@gmail.com,Priljevo 203 J,,106
1024000488,V635 Jysk Solin,Functional,Operational,Shop,,,,V635jysksolin@gmail.com,A. G. Matosa 10,,106
1024000489,V636 Jysk West Gate Donja Bistra,Functional,Operational,Shop,,,,V636jyskwestgatedonjabistra@gmail.com,"Zapresicka 2, Jablanovec",,106
1024000490,V637 Jysk Opuzen,Functional,Operational,Shop,,,,V637jyskopuzen@gmail.com,"Jasenska bb, (Solin Grada)",,106
1024000491,O501 Jysk Brezice,Functional,Operational,Shop,,,,O501jyskbrezice@gmail.com,Tovarniska 10a,,106
1024000492,O502 Jysk Murska Sobota,Functional,Operational,Shop,,,,O502jyskmurskasobota@gmail.com,Obrtna ulica 26a,,106
1024000493,O503 Jysk Celje,Functional,Operational,Shop,,,,O503jyskcelje@gmail.com,Bezigrajska 16,,106
1024000494,O504 Jysk Slovenska Bistrica,Functional,Operational,Shop,,,,O504jyskslovenskabistrica@gmail.com,Zolgarjeva ulica 18,,106
1024000495,O505 Jysk Ljubljana,Functional,Operational,Shop,,,,O505jyskjjubljana@gmail.com,Smartinska c. 152 (Emporium),,106
1024000496,O506 Jysk Maribor,Functional,Operational,Shop,,,,O506jyskmaribor@gmail.com,Cesta proletarskih brigad 100,,106
1024000497,O507 Jysk Novo mesto,Functional,Operational,Shop,,,,O507jysknovomesto@gmail.com,Pod Trsko goro 83,,106
1024000498,O508 Jysk Slovenj Gradec,Functional,Operational,Shop,,,,O508jyskslovenjgradec@gmail.com,Francetova 16,,106
1024000499,O509 Jysk Ptuj,Functional,Operational,Shop,,,,O509jyskptuj@gmail.com,Puhova ulica 21,,106
1024000500,O510 Jysk Kranj,Functional,Operational,Shop,,,,O510jyskkranj@gmail.com,Cesta Jake Platiše 18,,106
1024000501,O511 Jysk Koper,Functional,Operational,Shop,,,,O511jyskkoper@gmail.com,Ankaranska cesta 4 (Supernova),,106
1024000502,O512 Jysk Kocevje,Functional,Operational,Shop,,,,O512jyskkocevje@gmail.com,Reska cesta 13 (TUS Supermarket),,106
1024000503,O513 Jysk Menges,Functional,Operational,Shop,,,,O513jyskmenges@gmail.com,Slovenska cesta 85 (TUS Supermarket),,106
1024000504,O514 Jysk Skofja Loka,Functional,Operational,Shop,,,,O514jyskskofjaloka@gmail.com,Grenc 56 (Trgovski center Grenc),,106
1024000505,O515 Jysk Postojna,Functional,Operational,Shop,,,,O515jyskpostojna@gmail.com,Kazarje 10 (Poslovna stavba Epicenter),,106
1024000506,Dr Techno 3,Functional,Operational,Shop,,,,drtechno3@gmail.com,Sentandrejski put 11,,100
1024000507,O516 Jysk Velenje,Functional,Operational,Shop,,,,O516jyskvelenje@gmail.com,Salek 112 (Megamarket Interspar),,106
1024000508,O517 Jysk Ljubljana Rudnik,Functional,Operational,Shop,,,,O517jyskljubljanarudnik@gmail.com,Jurckova cesta 228,,106
1024000509,O518 Jysk Nova Gorica,Functional,Operational,Shop,,,,O518jysknovagorica@gmail.com,Prvomajska ulica br. 35 (Shopping Park Supernova),,106
1024000510,O519 Jysk Ljubljana Siska,Functional,Operational,Shop,,,,O519jyskljubljanasiska@gmail.com,Celovska cesta 249,,106
1024000511,MOL Beograd,Functional,Operational,Shop,011 / 2096-900,,,molbeogradsp@gmail.com,Omladinskih brigada 88/V,,101
1024000512,NKD 5005 Zagreb,Functional,Operational,Shop,,,,5005zagrebmandi@gmail.com,Slavonska Avenija 56,,121
1024000513,NKD 5006 Zagreb - Dubrava,Functional,Operational,Shop,+385/1 291-1404,099/2635-034,,5006zagrebdubrava@gmail.com,Avenija Dubrava 33,,121
1024000514,NKD 5007 Zadar - Supernova,Functional,Operational,Shop,,,,5007zadarsupernova@gmail.com,Akcija Maslenica 1,,121
1024000515,NKD 5008 Zadar - Super Konzum,Functional,Operational,Shop,+385/2 331-1719,099/2635-036,,5008zadarsuperkonzum@gmail.com,Ante Starcevica bb,,121
1024000516,NKD 5009 Osijek R.K. Doma,Functional,Operational,Shop,,,,5009osijekrkdoma@gmail.com,Ive Tijardovica 4a,,121
1024000517,NKD 5010 Vinkovci,Functional,Operational,Shop,+385/3 233-3983,099/2635-038,,5010vinkovci@gmail.com,Duga ulica 26,,121
1024000518,NKD 5011 Zagreb - Vrbani,Functional,Operational,Shop,+385/1 386-5204,099/2635-039,,5011zagrebvrbani@gmail.com,Rudeska cesta 140,,121
1024000519,NKD 5012 Karlovac,Functional,Operational,Shop,,,,5012karlovac@gmail.com,Trg Milana Sufflaya 1,,121
1024000520,NKD 5013 Cakovec,Functional,Operational,Shop,+385/4 031-3828,099/2635-041,,5013cakovec@gmail.com,Trg Republike 6,,121
1024000521,"NKD 5014 Zagreb, Kustosija",Functional,Operational,Shop,+385/1 370-3759,099/2635-042,,5014zagrebkustosija@gmail.com,Ilica 298a,,121
1024000522,NKD 5015 Zagreb - Imp. Centar,Functional,Operational,Shop,+385/1 457-7544,099/2635-043,,5015zagrebimpcentar@gmail.com,Trg Ante Starcevica 7,,121
1024000523,NKD 5016 Zagreb - Imp. Galleria,Functional,Operational,Shop,+385/1 455-0309,099/2635-044,,5016zagrebimpgalleria@gmail.com,Trg Drage Iblera 10,,121
1024000524,NKD 5017 Nasice,Functional,Operational,Shop,+385/3 161-1739,099/2635-045,,5017nasice@gmail.com,Pejacevicev trg 12,,121
1024000525,NKD 5018 Split R.K. Prima 3,Functional,Operational,Shop,+385/2 147-0358,099/2635 -046,,5018splitrkprima3@gmail.com,Rudera Boskovica 18a,,121
1024000526,NKD 5019 Zagreb - Garden Mall,Functional,Operational,Shop,+385/1 292-5719,099/2635 -047,,5019zagrebgardenmall@gmail.com,Oporovecka 14,,121
1024000527,NKD 5020 Koprivnica,Functional,Operational,Shop,+385/4 821-1211,099/2635-048,,5020koprivnica@gmail.com,Radnicka cesta 8,,121
1024000528,NKD 5021 Slavonski Brod Supernova,Functional,Operational,Shop,,,,5021slavonskibrodsupernova@gmail.com,Osjecka 284,,121
1024000529,NKD 5022 Pozega,Functional,Operational,Shop,+385/3 431-2177,099/2635-050,,5022pozega@gmail.com,Stjepana Radica 21,,121
1024000530,NKD 5023 Osijek - Avenue Mall,Functional,Operational,Shop,+385/3 129-7186,099/2635-051,,5023osijekavenuemall@gmail.com,Sv. Leopolda Bogdana Mandica 50a,,121
1024000531,NKD 5024 Varazdin - Storeland,Functional,Operational,Shop,+385/4 220-4902,099/2635-052,,5024varazdinstoreland@gmail.com,Gospodarska bb,,121
1024000532,NKD 5025 Sisak,Functional,Operational,Shop,+385/4 451-0047,099/2635-054,,5025sisak@gmail.com,Ivana Fistrovica 23,,121
1024000533,NKD 5026 Zagreb - King Cross,Functional,Operational,Shop,,,,5026zagrebkingcross@gmail.com,Skorpikova 34,,121
1024000534,NKD 5027 Split - Plodine,Functional,Operational,Shop,+385/2 145-6064,099/2635-057,,5027splitplodine@gmail.com,Put Pazdigrada bb,,121
1024000535,NKD 5035 Sibenik,Functional,Operational,Shop,+385/2 234-0151,099/2656-412,,5035sibeniktcVidici@gmail.com,Vidici bb,,121
1024000536,NKD 5028 Djakovo - Kaufland,Functional,Operational,Shop,+385/3 181-5166,099/2635-035,,5028djakovokaufland@gmail.com,Franje Rackog 95,,121
1024000537,"NKD 5034 Zagreb, Ravnice -  Kaufland",Functional,Operational,Shop,+385/1 462-2250,099/2635-049,,5034zagrebravkauflan@gmail.com,Branimirova 119,,121
1024000538,NKD 5029 Slavonski Brod Kaufland,Functional,Operational,Shop,+385/3 541-1331,099/2635-040,,5029slavonskibrodkaufland@gmail.com,"Naselje Slavonija II, br.5",,121
1024000539,NKD 5030 Slavonski Brod - Colosseum,Functional,Operational,Shop,+385/3 525-0476,099/2635-037,,5030slavonskibrodcolosseum@gmail.com,Josipa Rimca 7,,121
1024000540,NKD 5031 Slavonski Brod - Supernova,Functional,Operational,Shop,,,,5031slavonskibrodsupernova@gmail.com,Osjecka 284,,121
1024000541,NKD 5032 Dubrovnik Spiona Land,Functional,Operational,Shop,+385/2 031-1807,099/2635-058,,5032dubrovnikspionaland@gmail.com,Gornja Cibaca 14,,121
1024000542,NKD 5033 Crikvenica Duga Mall,Functional,Operational,Shop,+385/5 178-5423,099/2635-079,,5033crikvenicadugamall@gmail.com,Ulica Kralja Tomislava 109D,,121
1024000543,Pravni Fakultet Novi Sad,Functional,Operational,Shop,,,,pravnifakultsp@gmail.com,Trg Dositeja Obradovica 1,,129
1024000544,Pogled Temerin,Functional,Operational,Shop,,,,pogledtemerin123@gmail.com,Marka Oreskovi?a 7,,130
1024000545,Santana Bar 3,Functional,Operational,Shop,,,,santanabar3bg@gmail.com,Autoput 18,,112
1024000546,0009 Deichmann Bugojno,Functional,Operational,Shop,,,,0009deichmannbugojno@gmail.com,Ciglane bb,,108
1024000547,Idea 327 Temerin,Functional,Operational,Shop,,,,idea327temerin@gmail.com,Novosadska 429,,112
1024000548,Sigma Promet d.o.o.,Functional,Operational,Shop,,,,sigmapromet@gmail.com,Svetozara Markovica 104,,133
1024000549,"NKD 5036 Zagreb, King Cross",Functional,Operational,Shop,+385/7 349-7542,099/2635-056,,5036zagrebkingcross@gmail.com,Velimira Skorpika 34,,121
1024000550,Mystico Plus,Functional,Operational,Shop,,,,spmysticoplus@gmail.com,Safarikova 35,,134
1024000551,5511 Takko Cacak,Functional,Operational,Shop,38132332466,,38132332477,5511takkocacak@gmail.com,Bulevar Vuka Karadzica,,109
1024000552,Knott Autoflex Jug,Functional,Operational,Shop,,,,knottautoflexspns@gmail.com,Novosadska 153,,135
1024000553,X717 Jysk Bugojno,Functional,Operational,Shop,,,,X717JyskBugojno@gmail.com,Podgaj 2,,106
1024000554,0015 Deichmann Gorazde,Functional,Operational,Shop,,,,0015deichmanngorazde@gmail.com,Rabite bb,,108
1024000555,Metro Cash & Carry Novi Sad,Functional,Operational,Shop,021/4801-908,,021/4801-919,spmetrocncsrbns@gmail.com,Put Novosadskog partizanskog odreda br. 5,,118
1024000556,Idea 236 Kragujevac,Retired,Incident,Shop,,,,idea236kragujevac@gmail.com,Daniciceva 64,,112
1024000557,Idea 337 Novi Sad,Functional,Operational,Shop,,,,idea337novisad@gmail.com,Kis Ernea 2,,112
1024000558,RS749 C&A Fashion Cacak,Functional,Operational,Shop,,,,RS749cacacak@gmail.com,Bulevar Vuka Karadzica bb,,110
1024000559,Metro Cash & Carry Nis,Functional,Operational,Shop,,,,spmetrocncsrbnis@gmail.com,Naselje Milke Protic 1,,118
1024000560,Metro Uzice,Functional,Operational,Shop,,,,spmetropomeriuzice@gmail.com,Banjicka bb,,118
1024000561,7519 - Women Secret Arena Centar,Functional,Operational,Shop,+385 16 524-100,,,tien7519@womensecret.com,Vice Vukova 6,,107
1024000562,Metro Cash & Carry Kragujevac,Functional,Operational,Shop,034/307-917,,034/307-919,spmetrocncsrbkg@gmail.com,Lepenicki bulevar br. 1a,,118
1024000563,Roda 257 MM Beograd - Parking blok 62,Functional,Operational,Shop,,,,roda257mmbgparking62@gmail.com,Nehurova 56B,,112
1024000564,Idea 229 Stara Pazova - Parking,Functional,Operational,Shop,,,,idea229starapazovaparking@gmail.com,Svetosavska 18,,112
1024000565,Metro Cash & Carry Krnjaca,Functional,Operational,Shop,011/2073-127,,011/2073-119,spmetrocncsrbkrnjaca@gmail.com,Zrenjaninski put br.11M,,118
1024000566,Metro Cash & Carry Palic,Functional,Operational,Shop,0800 222 022,,,spmetrocncsrbpalic@gmail.com,Tuk Ugarnice bb,,118
1024000567,X718 Jysk Banja Luka 2,Functional,Operational,Shop,,,,X718JyskBanjaluka@gmail.com,Jovana Ducica 25,,106
1024000568,Metro Cash & Carry Vidikovac,Functional,Operational,Shop,011/2927-716,011/2927-758,,spmetrocncsrbvidikovac@gmail.com,Ibarski put 20,,118
1024000569,Metro Cash & Carry Pozarevac,Functional,Operational,Shop,012/716-0036,,,spmetrocncsrbpozarevac@gmail.com,Djure Djakovica BB,,118
1024000570,Metro Cash & Carry Sabac,Functional,Operational,Shop,015/716-0020,,015/716-0022,spmetrocncsrbsabac@gmail.com,Gavrila Principa BB,,118
1024000571,0006 Deichmann Pancevo,Functional,Operational,Shop,,,,0006deichmannpancevo@gmail.com,Milosa Obrenovica 12,,108
1024000572,5512 Takko Zemun,Functional,Operational,Shop,,,,55121takkozemun@gmail.com,"Autoput za Novi Sad 126, One Centar",,109
1024000573,Vanilica Slatka Radionica,Functional,Operational,Shop,3.81347E+11,,,vanilicaslatkaradionica@gmail.com,Josifa Pancica 46,,136
1024000574,Active Traveling,Functional,Operational,Shop,,,,activetravelingbg@gmail.com,"Resavka 27, stan 1",,137
1024000575,UR Freshly Made,Functional,Operational,Shop,,,,urfreshlymade@gmail.com,Bulevar oslobodenja 66,,138
1024000576,Nera d.o.o.,Functional,Operational,Shop,,,,neradoo@gmail.com,Savica Sanci 147,,139
1024000577,V639 Jysk Porec,Functional,Operational,Shop,,,,v639jyskporec@gmail.com,"Vukovarska 19, Merkator",,106
1024000578,V638 Jysk Zabok,Functional,Operational,Shop,,,,v638jyskzabok@gmail.com,Josipa Broza Tita 23,,106
1024000579,Modiana NORK,Functional,Operational,Shop,,,,modiananorkns@gmail.com,Bulevar Mihajla Pupina 2,,112
1024000580,X701 Jysk Sarajevo,Functional,Operational,Shop,,,,x701jysksarajevo@gmail.com,Kolodvorska 12,,106
1024000581,FRAGMENT AUTO  D.O.O.,Functional,Operational,Shop,3.81114E+11,064/8913295,,fragmentautobgsp@gmail.com,Tosin Bunar 41,,141
1024000582,Decathlon Trgovina 700876 King Cross,Functional,Operational,Shop,,,,decathlonzgkingcross@gmail.com,Velimira Skorpika 34,,123
1024000583,Centralno Skladiste Voca i Povrca Nis,Functional,Operational,Shop,,,,centralnoskladistevocaipovrcanis@gmail.com,Vazduhoplovaca I/11,,112
1024000584,Zreonica Banana Nis,Functional,Operational,Shop,,,,ivan.stojanovic@mercator.rs,Vazduhoplovaca I/11,,112
1024000585,CS NEPREHRANA II,Functional,Operational,Shop,,,,csneprehrana2@gmail.com,Primorska 84,,112
1024000586,Roda 813 LDC Nis,Functional,Operational,Shop,,,,803ldcnis@gmail.com,Vazduhoplovaca I/11,,112
1024000587,Idea 104 Feketic,Functional,Operational,Shop,,,,idea104feketic@gmail.com,Marsala Tita 28,,112
1024000588,Idea 105 Lovcenac,Functional,Operational,Shop,,,,idea105lovcenac@gmail.com,Marsala Tita 35,,112
1024000589,Idea 106 Kucura,Functional,Operational,Shop,,,,idea106kucura@gmail.com,Trg Oslobodenja  1,,112
1024000590,Idea 108 Vrbas,Functional,Operational,Shop,,,,idea108vrbas@gmail.com,Save Kovacevica 1,,112
1024000591,Idea 109 Crvenka,Functional,Operational,Shop,,,,idea109crvenka@gmail.com,Marsala Tita 89,,112
1024000592,Idea 110 Sivac,Functional,Operational,Shop,,,,idea110sivac@gmail.com,Marsala Tita 195,,112
1024000593,Idea 112 Zmajevo,Functional,Operational,Shop,,,,idea112zmajevo@gmail.com,Ivana Milutinovica 49a,,112
1024000594,Idea 113 Savino Selo,Functional,Operational,Shop,,,,idea113savinoselo@gmail.com,Marsala Tita 33,,112
1024000595,Idea 114 Backo Dobro Polje,Functional,Operational,Shop,,,,Idea114backodobropolje@gmail.com,Marsala Tita 79,,112
1024000596,Idea 118 Smederevska Palanka,Functional,Operational,Shop,,,,idea118smederevskapalanka@gmail.com,20. Jula 1,,112
1024000597,Idea 119 Grocka,Functional,Operational,Shop,,,,idea119grocka@gmail.com,Vucka Milicevica 1,,112
1024000598,Idea 124 Nis,Functional,Operational,Shop,,,,idea124nis@gmail.com,Obilicev Venac 3,,112
1024000599,Idea 125 Beograd Batajnica,Functional,Operational,Shop,,,,idea125bgbatajnica@gmail.com,Jovana Brankovica BB,,112
1024000600,Idea 126 Valjevo,Functional,Operational,Shop,,,,idea126valjevo@gmail.com,Karadordeva 92,,112
1024000601,Idea 129 Paracin,Functional,Operational,Shop,,,,idea129paracin@gmail.com,Majora Marka 3,,112
1024000602,Idea 131 Cuprija,Functional,Operational,Shop,,,,idea131cuprija@gmail.com,Karadordeva 42,,112
1024000603,Idea 132 Zrenjanin,Functional,Operational,Shop,,,,idea132zrenjanin@gmail.com,Laze Kostica bb,,112
1024000604,Idea 133 Bolec,Functional,Operational,Shop,,,,idea133bolec@gmail.com,"Smederevski Put 12, Grocka",,112
1024000605,Idea 134 Nork,Functional,Operational,Shop,,,,idea134nork@gmail.com,Bulevar Mihajla Pupina 2,,112
1024000606,Idea 141 Cetvrti Jul Vrbas,Functional,Operational,Shop,,,,idea141cetvrtijulvrbas@gmail.com,Trg Mose Pijade 21,,112
1024000607,Idea 143 Sombor,Functional,Operational,Shop,,,,idea143sombor@gmail.com,Batinska 2,,112
1024000608,Idea 141 Kikinda,Functional,Operational,Shop,,,,idea141kikinda@gmail.com,Svetosavska 43,,112
1024000609,Idea 147 Konzum Nis,Functional,Operational,Shop,,,,idea147konzumnis@gmail.com,Bulevar Zorana Djindica 44,,112
1024000610,Idea 148 Prehrana Nis,Functional,Operational,Shop,,,,idea148prehrananis@gmail.com,Dragiše Cvetkovića 91,,112
1024000611,Idea 149 Dunav Nis,Functional,Operational,Shop,,,,idea149dunavnis@gmail.com,Jovana Ristica 29,,112
1024000612,Idea 150 Cegar Nis,Functional,Operational,Shop,,,,idea150cegarnis@gmail.com,Kosovke Devojke 2,,112
1024000613,Idea 151 1. Maj Nis,Functional,Operational,Shop,,,,idea1511majnis@gmail.com,Vojvode Misica 6,,112
1024000614,Idea 152 28 Mart Nis,Functional,Operational,Shop,,,,idea15228martnis@gmail.com,Marina Drzica 6,,112
1024000615,Idea 153 Cele Kula Nis,Functional,Operational,Shop,,,,idea153celekulanis@gmail.com,Bulevar Cara Konstantina 2,,112
1024000616,Idea 154 Durmitor Nis,Functional,Operational,Shop,,,,idea154durmitornis@gmail.com,Bozidarceva 31,,112
1024000617,Idea 155 Sindelic Nis,Functional,Operational,Shop,,,,idea155sindjelicnis@gmail.com,Borska 2,,112
1024000618,Idea 156 Mladost Nis,Functional,Operational,Shop,,,,idea156mladostnis@gmail.com,Bulevar Nemanjica 3,,112
1024000619,Idea 157 Buducnost Nis,Functional,Operational,Shop,,,,idea157buducnostnis@gmail.com,Mokranjceva 31,,112
1024000620,Idea 160 Zelengora Nis,Functional,Operational,Shop,,,,idea160zelengoranis@gmail.com,Njegoseva 22,,112
1024000621,Idea 161 Vinik Nis,Functional,Operational,Shop,,,,idea161viniknis@gmail.com,Knjazevacka 141,,112
1024000622,Idea 162 Meljak,Functional,Operational,Shop,,,,idea162meljak@gmail.com,Ibarski put 50,,112
1024000623,Idea 163 Cair Nis,Functional,Operational,Shop,,,,idea163cairnis@gmail.com,Hajduk Veljkova 18,,112
1024000624,Idea 164 25. Maj Nis,Functional,Operational,Shop,,,,idea16425majnis@gmail.com,Branka Miljkovica 13,,112
1024000625,Idea 165 Kula Hotel,Functional,Operational,Shop,,,,idea165kulahotel@gmail.com,Marsala Tita 89,,112
